severity,same_phrase,phrase
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
0,A,The joints in my fingers are painful in the morning.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,The knee feels like it rusted and I suddenly cannot bend it anymore.
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,"The last time I clipped my toenails, I cut them too short and now I have an infected nail."
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
1,B,The nerves were so damaged during the operation on my ankle that I cannot stand being touched on the scar.
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
0,A,The pain feels like it's right below the skin
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my back dwwls like a sharp knife in it
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,The pain in my ear is unbearable.
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,"The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
1,B,The severe pain in the stomach I feel
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The warming system of my house is broken and  feel so cold
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
0,A,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,The wound is still open
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
1,B,There are lots of hairs on my pillow in the morning.
0,A,There are some pimples on my face that bother me a lot
0,A,There are some pimples on my face that bother me a lot
0,A,There are some pimples on my face that bother me a lot
0,A,There are some pimples on my face that bother me a lot
0,A,There are some pimples on my face that bother me a lot
0,A,There are some pimples on my face that bother me a lot
